"","force"
"1",70306.22
"2",69902.67
"3",73950.32
"4",72365.35
"5",74453.97
"6",73676.18
"7",70526.05
"8",73449.39
"9",69214.44
"10",74393.5
"11",68349.66
"12",68015.86
"13",67614.6
"14",74035.11
"15",71979.14
"16",68529.86
"17",73271.65
"18",74407.76
"19",73802.34
"20",69901.82
"21",72893.62
"22",70459.82
"23",74471.16
"24",67857.39
"25",72612.15
"26",68537.6
"27",70606.51
"28",73423.77
"29",67570.99
"30",68490.87
"31",70978.96
"32",68618.04
"33",68771.4
"34",70174.39
"35",68918.38
"36",74494.78
"37",68045.53
"38",70951.88
"39",73563.38
"40",73524.87
"41",72628.46
"42",74270.99
"43",73947.71
"44",67613.91
"45",69478.43
"46",70311.68
"47",71415.09
"48",71877.71
"49",74130.14
"50",69874.99
"51",74520.3
"52",72986.52
"53",73460.36
"54",68667.44
"55",70363.01
"56",73895.59
"57",71757.47
"58",71059.62
"59",69081.94
"60",69862.85
"61",68012.62
"62",74258.82
"63",68204.81
"64",71974.12
"65",70816.81
"66",72562.87
"67",68667.61
"68",67608.76
"69",69482.71
