"","force"
"1",22520.01
"2",22706.98
"3",22244.14
"4",22148.1
"5",21061.98
"6",21567.31
"7",22287.72
"8",22228.51
"9",21427.03
"10",22546.84
"11",22115.41
"12",22234.22
"13",21071.86
"14",22521.58
"15",22327.16
"16",21365.62
"17",22167.4
"18",22623.62
"19",20571.96
"20",22320.72
"21",21550.91
"22",22136.01
"23",21373.07
"24",20973.42
"25",20672.48
"26",22482.1
"27",21339.2
"28",20596.72
"29",22154.83
"30",22163.76
"31",21777.05
"32",20823.71
"33",22294.12
"34",22467.43
"35",22320.99
"36",22243.5
"37",21671.68
"38",21927.21
"39",22133.11
"40",22166.16
"41",20902.78
"42",22288.99
"43",22053.85
"44",21602.26
"45",21807.91
"46",21736.34
"47",22497.86
"48",21500.67
"49",22636.18
"50",22087.88
"51",22660.66
"52",20938.93
"53",22101.42
"54",22025.74
"55",21134.29
"56",21109.08
"57",21045.7
"58",22153.28
"59",22644.71
"60",21532.14
"61",21733.86
"62",21358.29
"63",22307.79
"64",20781.39
"65",22615.01
"66",22489.81
"67",20614.4
"68",21000.02
"69",22365.48
"70",20877.58
"71",21779.71
"72",22683.41
"73",21818.68
"74",22365.26
"75",22239.89
"76",21938.1
"77",21813.98
"78",21502.05
"79",20620.89
"80",21698.45
"81",22142.72
"82",20619.51
"83",21779.33
"84",21336.67
"85",20882.1
"86",21308.17
"87",20672.38
"88",20668.77
"89",21690.86
"90",21227.51
"91",21323.6
"92",22047.85
"93",21238.41
"94",20993.28
"95",21679.8
"96",22529.6
"97",22351.53
"98",21247.93
"99",22131.81
"100",21874.65
"101",21929.68
"102",22340.04
"103",20827.76
"104",21878.98
"105",21076.99
"106",21477.1
"107",20853.39
"108",20802.39
"109",21620.14
"110",20571.51
"111",21874.73
"112",21922.94
"113",22310.86
"114",20866.85
"115",20568.69
"116",22260.12
"117",22038.46
"118",21027.34
"119",21533.59
"120",21140.14
"121",21289.82
