"","force"
"1",20204.15
"2",21114.33
"3",20188.92
"4",19917.06
"5",20985.6
"6",20582.84
"7",20396.44
"8",19682.06
"9",20931.27
"10",20534.57
"11",20306.84
"12",19303.1
"13",20529.2
"14",20520.59
"15",20333.41
"16",20820.02
"17",19367.82
"18",20401.85
"19",19738.37
"20",19635.45
"21",20601.08
"22",19186.4
"23",20358.33
"24",20091.28
"25",19402.56
"26",20517.44
"27",20636.52
"28",19983.08
"29",19571.87
"30",19501.24
"31",19388.48
"32",20148.76
"33",19888.64
"34",19741.58
"35",19883.5
"36",20129.58
"37",19380.69
"38",19811.07
"39",19980.19
"40",19637.77
"41",20195.44
"42",19324.14
"43",19738.07
"44",20407.91
"45",20340.9
"46",19212.05
"47",19948.64
"48",19204.54
"49",20470.24
"50",19810.82
"51",19690.67
"52",21192.01
"53",19959.82
"54",20715.34
"55",21092.43
"56",20486.86
"57",19791.09
"58",21045.48
"59",20612.57
"60",20137.39
"61",19380.42
"62",20203.84
"63",20030.4
"64",19618.43
"65",21176.2
"66",19881.58
"67",21151.61
"68",19293.37
"69",19634.67
"70",19834.7
"71",20029.84
"72",20251.77
"73",20546.59
"74",19772.42
"75",20589.64
"76",20506.58
"77",19284.74
"78",20379.91
"79",19685.18
"80",21096.84
"81",19724.31
"82",20801.15
"83",20395.49
"84",20302.14
"85",20498.77
"86",20485.64
"87",19509.63
"88",21174.99
"89",19610
"90",21038.43
"91",20921.29
"92",19683.7
"93",20916.51
"94",20782.98
"95",19766.31
"96",20082.53
"97",19681.12
"98",19532.05
"99",20994.17
"100",19707.71
"101",20646.94
"102",19709.03
"103",20013.58
"104",19588.98
"105",20942.84
"106",19477.83
"107",20583.89
"108",20698.75
"109",19241.11
"110",20398.44
"111",20378.46
"112",20195.2
"113",19795.22
"114",19499.22
"115",20542.22
"116",20251.9
"117",20367.4
"118",20571.51
"119",20838.95
"120",20682.67
"121",20325.74
"122",20163.34
"123",20364.52
"124",20900.05
"125",19212.07
"126",20740.52
"127",19917.4
"128",19204.46
"129",20043.7
"130",19518.47
"131",19502.76
"132",20423.63
"133",19498.34
"134",20904.47
"135",19240.08
"136",21073.4
"137",21021.86
"138",20812.57
"139",20465.51
"140",20770.95
"141",20437.9
"142",20896.95
"143",19788.49
"144",21061.43
"145",19546.89
"146",20783.16
"147",20778.55
"148",19791.3
"149",19308.99
